#,stock,link,market,ISIN,profile,detailspresent,withinstudy,covidstudy,industry,subindustry,2019accounts,2021accounts,UsedForENG,YahooFinanceURL,checkvs2021yahoo
359,Nvidia Corp,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US67066G1040.html?lang=it,Global Equity Market,US67066G1040,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US67066G1040&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/NVDA?p=NVDA&.tsrc=fin-srch,
360,Nvp,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005390783.html?lang=it,Euronext Growth Milan,IT0005390783,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005390783&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/NVP.MI?p=NVP.MI&.tsrc=fin-srch,
361,Officina Stellare,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005374035.html?lang=it,Euronext Growth Milan,IT0005374035,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005374035&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/OS.MI?p=OS.MI&.tsrc=fin-srch,
362,Olidata,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001350625.html?lang=it,Euronext Milan,IT0001350625,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001350625&lang=it,Y,NotCoveringPeriod,outofscope,Tecnologia,Tecnologia,,,,https://finance.yahoo.com/quote/OLI.MI?p=OLI.MI&.tsrc=fin-srch,
363,Omer,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005453748.html?lang=it,Euronext Growth Milan,IT0005453748,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005453748&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/OMER.MI?p=OMER.MI&.tsrc=fin-srch,
364,Openjobmetis,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003683528.html?lang=it,Euronext STAR Milan,IT0003683528,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003683528&lang=it,Y,,N,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/OJM.MI?p=OJM.MI&.tsrc=fin-srch,
365,Orange,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000133308.html?lang=it,Global Equity Market,FR0000133308,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000133308&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/ORA.PA?p=ORA.PA&.tsrc=fin-srch,
366,Orsero,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005138703.html?lang=it,Euronext STAR Milan,IT0005138703,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005138703&lang=it,Y,,N,Beni di prima necessità,"Cibo, bevande e tabacco",,,,https://finance.yahoo.com/quote/ORS.MI?p=ORS.MI&.tsrc=fin-srch,
367,Osai Automation System,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005424830.html?lang=it,Euronext Growth Milan,IT0005424830,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005424830&lang=it,Y,,Y,na,na,IT,EN,,https://finance.yahoo.com/quote/OSA.MI?p=OSA.MI&.tsrc=fin-srch,
368,Ovs,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005043507.html?lang=it,Euronext Milan,IT0005043507,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005043507&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,EN,EN,Y,https://finance.yahoo.com/quote/OVS.MI?p=OVS.MI&.tsrc=fin-srch,included
369,Pasquarelli Auto,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005546319.html?lang=it,Euronext Growth Milan,IT0005546319,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005546319&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/PSQ.MI?p=PSQ.MI&.tsrc=fin-srch,
370,Pattern,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005378143.html?lang=it,Euronext Growth Milan,IT0005378143,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005378143&lang=it,Y,,Y,na,na,IT,EN,,https://finance.yahoo.com/quote/PTR.MI?p=PTR.MI&.tsrc=fin-srch,
371,Pharmanutra,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005274094.html?lang=it,Euronext STAR Milan,IT0005274094,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005274094&lang=it,Y,,Y,Assistenza sanitaria,Assistenza sanitaria,EN,EN,Y,https://finance.yahoo.com/quote/PHN.MI?p=PHN.MI&.tsrc=fin-srch,included
372,Philips,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/NL0000009538.html?lang=it,Global Equity Market,NL0000009538,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL0000009538&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/PHIA.AS?p=PHIA.AS&.tsrc=fin-srch,
373,Philogen,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005373789.html?lang=it,Euronext Milan,IT0005373789,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005373789&lang=it,Y,MissingReports,outofscope,na,na,,,,https://finance.yahoo.com/quote/PHIL.MI?p=PHIL.MI&.tsrc=fin-srch,
374,Piaggio,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003073266.html?lang=it,Euronext Milan,IT0003073266,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003073266&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,EN,EN,Y,https://finance.yahoo.com/quote/PIA.MI?p=PIA.MI&.tsrc=fin-srch,included
375,Pierrel,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005549644.html?lang=it,Euronext Milan,IT0005549644,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005549644&lang=it,Y,,Y,Assistenza sanitaria,Assistenza sanitaria,IT,IT,,na,
376,Pierrel Axa,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005555724.html?lang=it,Euronext Milan,IT0005555724,,N,,N,na,na,,,,na,
377,Pininfarina Spa,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003056386.html?lang=it,Euronext Milan,IT0003056386,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003056386&lang=it,Y,,Y,Beni voluttuari,Automobili e parti di ricambio,EN,EN,Y,https://finance.yahoo.com/quote/PINF.MI?p=PINF.MI&.tsrc=fin-srch,included
378,Piovan,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005337958.html?lang=it,Euronext STAR Milan,IT0005337958,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005337958&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/PVN.MI?p=PVN.MI&.tsrc=fin-srch,included
379,Piquadro,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004240443.html?lang=it,Euronext Milan,IT0004240443,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004240443&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,IT,IT,,https://finance.yahoo.com/quote/PQ.MI?p=PQ.MI&.tsrc=fin-srch,
380,Pirelli & C,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005278236.html?lang=it,Euronext Milan,IT0005278236,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005278236&lang=it,Y,,N,Beni voluttuari,Automobili e parti di ricambio,,,,https://finance.yahoo.com/quote/PIRC.MI?p=PIRC.MI&.tsrc=fin-srch,
381,Planetel,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005430951.html?lang=it,Euronext Growth Milan,IT0005430951,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005430951&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/PLN.MI?p=PLN.MI&.tsrc=fin-srch,
382,Plc,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005339160.html?lang=it,Euronext Milan,IT0005339160,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005339160&lang=it,Y,,Y,Industria,Edilizia e materiali,EN,EN,Y,https://finance.yahoo.com/quote/PLC.MI?p=PLC.MI&.tsrc=fin-srch,included
383,Poligrafici Printing,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004587470.html?lang=it,Euronext Growth Milan,IT0004587470,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004587470&lang=it,Y,MissingReports,outofscope,na,na,,,,https://finance.yahoo.com/quote/POPR.MI?p=POPR.MI&.tsrc=fin-srch,
384,Portobello,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005337495.html?lang=it,Euronext Growth Milan,IT0005337495,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005337495&lang=it,Y,,Y,na,na,IT,EN,,https://finance.yahoo.com/quote/POR.MI?p=POR.MI&.tsrc=fin-srch,
385,Poste Italiane,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003796171.html?lang=it,Euronext Milan,IT0003796171,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003796171&lang=it,Y,,Y,Finanza,Assicurazioni,EN,EN,Y,https://finance.yahoo.com/quote/PST.MI?p=PST.MI&.tsrc=fin-srch,bankassfin
386,Powersoft,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005353815.html?lang=it,Euronext Growth Milan,IT0005353815,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005353815&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/PWS.MI?p=PWS.MI&.tsrc=fin-srch,
387,Pozzi Milano,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005499949.html?lang=it,Euronext Growth Milan,IT0005499949,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005499949&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/POZ.MI?p=POZ.MI&.tsrc=fin-srch,
388,Premia Finance,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005442154.html?lang=it,Euronext Growth Milan,IT0005442154,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005442154&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/81U.F/financials?p=81U.F,
389,Prismi,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004822695.html?lang=it,Euronext Growth Milan,IT0004822695,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004822695&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/PRM.MI?p=PRM.MI&.tsrc=fin-srch,
390,Prismi Cv Tv 2015-2049,https://www.borsaitaliana.it/borsa/azioni/obbligazioni-convertibili/scheda/IT0005152241.html?lang=it,Euronext Growth Milan,IT0005152241,,N,,N,na,na,,,,https://finance.yahoo.com/quote/PRM49.MI?p=PRM49.MI&.tsrc=fin-srch,
391,Promotica,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005425365.html?lang=it,Euronext Growth Milan,IT0005425365,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005425365&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/PMT.MI?p=PMT.MI&.tsrc=fin-srch,
392,Prosiebensat1 Media,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE000PSM7770.html?lang=it,Global Equity Market,DE000PSM7770,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE000PSM7770&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/PSM.DE?p=PSM.DE&.tsrc=fin-srch,
393,Prysmian,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004176001.html?lang=it,Euronext Milan,IT0004176001,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004176001&lang=it,Y,MissingReports,outofscope,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/PRY.MI?p=PRY.MI&.tsrc=fin-srch,
394,Puma,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0006969603.html?lang=it,Global Equity Market,DE0006969603,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0006969603&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/PUM.DE?p=PUM.DE&.tsrc=fin-srch,
395,Racing Force,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005466963.html?lang=it,Euronext Growth Milan,IT0005466963,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005466963&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/RFG.MI?p=RFG.MI&.tsrc=fin-srch,
396,Radici,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005379737.html?lang=it,Euronext Growth Milan,IT0005379737,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005379737&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/RAD.MI?p=RAD.MI&.tsrc=fin-srch,
397,Rai Way,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005054967.html?lang=it,Euronext Milan,IT0005054967,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005054967&lang=it,Y,,Y,Telecomunicazioni,Telecomunicazioni,EN,EN,Y,https://finance.yahoo.com/quote/RWAY.MI?p=RWAY.MI&.tsrc=fin-srch,included
398,Ratti,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004724107.html?lang=it,Euronext Milan,IT0004724107,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004724107&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/RAT.MI?p=RAT.MI&.tsrc=fin-srch,
399,Rcs Mediagroup,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004931496.html?lang=it,Euronext Milan,IT0004931496,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004931496&lang=it,Y,,Y,Beni voluttuari,Media,EN,EN,Y,https://finance.yahoo.com/quote/RCS.MI?p=RCS.MI&.tsrc=fin-srch,included
400,Recordati Ord,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003828271.html?lang=it,Euronext Milan,IT0003828271,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003828271&lang=it,Y,,Y,Assistenza sanitaria,Assistenza sanitaria,EN,EN,Y,https://finance.yahoo.com/quote/REC.MI?p=REC.MI&.tsrc=fin-srch,included
401,Redelfi,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005496101.html?lang=it,Euronext Growth Milan,IT0005496101,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005496101&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/RDF.MI?p=RDF.MI&.tsrc=fin-srch,
402,Redfish Longterm Capital,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005549354.html?lang=it,Euronext Growth Milan,IT0005549354,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005549354&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/RFLTC.MI?p=RFLTC.MI&.tsrc=fin-srch,
403,Reevo,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005438038.html?lang=it,Euronext Growth Milan,IT0005438038,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005438038&lang=it,Y,,Y,na,na,IT,IT,,na,
404,Relatech,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005433740.html?lang=it,Euronext Growth Milan,IT0005433740,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005433740&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/RLT.MI?p=RLT.MI&.tsrc=fin-srch,included
405,Renault,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000131906.html?lang=it,Global Equity Market,FR0000131906,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000131906&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/RNO.PA?p=RNO.PA&.tsrc=fin-srch,
406,Renergetica,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005340655.html?lang=it,Euronext Growth Milan,IT0005340655,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005340655&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/RNG.MI?p=RNG.MI&.tsrc=fin-srch,
407,Reply,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005282865.html?lang=it,Euronext STAR Milan,IT0005282865,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005282865&lang=it,Y,,Y,Tecnologia,Tecnologia,EN,EN,Y,https://finance.yahoo.com/quote/REY.MI?p=REY.MI&.tsrc=fin-srch,excluded
408,Repsol,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/ES0173516115.html?lang=it,Global Equity Market,ES0173516115,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=ES0173516115&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/REP.MC?p=REP.MC&.tsrc=fin-srch,
409,Res,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005543613.html?lang=it,Euronext Growth Milan,IT0005543613,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005543613&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/RES.MI?p=RES.MI&.tsrc=fin-srch,
410,Restart,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005349052.html?lang=it,Euronext Milan,IT0005349052,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005349052&lang=it,Y,,Y,Immobiliare,Immobiliare,IT,IT,,https://finance.yahoo.com/quote/RST.MI?p=RST.MI&.tsrc=fin-srch,
411,Reti,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005418204.html?lang=it,Euronext Growth Milan,IT0005418204,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005418204&lang=it,Y,,Y,na,na,IT,IT,,na,
412,Revo Insurance,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005513202.html?lang=it,Euronext STAR Milan,IT0005513202,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005513202&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/REVO.MI?p=REVO.MI&.tsrc=fin-srch,
413,Reway Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005528069.html?lang=it,Euronext Growth Milan,IT0005528069,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005528069&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/RWY.MI?p=RWY.MI&.tsrc=fin-srch,
414,Risanamento,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001402269.html?lang=it,Euronext Milan,IT0001402269,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001402269&lang=it,Y,,N,Immobiliare,Immobiliare,,,,https://finance.yahoo.com/quote/RN.MI?p=RN.MI&.tsrc=fin-srch,
415,Robinhood Markets,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US7707001027.html?lang=it,Global Equity Market,US7707001027,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US7707001027&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/HOOD?p=HOOD&.tsrc=fin-srch,
416,Rocket Sharing Company,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005481830.html?lang=it,Euronext Growth Milan,IT0005481830,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005481830&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/RKT.MI?p=RKT.MI&.tsrc=fin-srch,
417,Rosetti Marino,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0001017851.html?lang=it,Euronext Growth Milan,IT0001017851,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001017851&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/YRM.MI?p=YRM.MI&.tsrc=fin-srch,included
418,Rwe,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0007037129.html?lang=it,Global Equity Market,DE0007037129,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0007037129&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/RWE.DE?p=RWE.DE&.tsrc=fin-srch,
419,S.I.F. Italia,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005468290.html?lang=it,Euronext Growth Milan,IT0005468290,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005468290&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/SIF.MI?p=SIF.MI&.tsrc=fin-srch,
420,S.S. Lazio,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003621783.html?lang=it,Euronext Milan,IT0003621783,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003621783&lang=it,Y,NotCoveringPeriod,outofscope,Beni voluttuari,Viaggi e tempo libero,,,,https://finance.yahoo.com/quote/SSL.MI?p=SSL.MI&.tsrc=fin-srch,
421,Sabaf,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001042610.html?lang=it,Euronext STAR Milan,IT0001042610,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001042610&lang=it,Y,,Y,Tecnologia,Tecnologia,EN,EN,Y,https://finance.yahoo.com/quote/SAB.MI?p=SAB.MI&.tsrc=fin-srch,included
422,Saccheria F.Lli Franceschetti,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005521551.html?lang=it,Euronext Growth Milan,IT0005521551,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005521551&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/SAC.MI?p=SAC.MI&.tsrc=fin-srch,
